date,bytesIn,bytesOut,packetsIn,packetsOut,applicationName,destinationAddress,protocolNumber,sourceAddress
7/16/2018 5:02:56.000000000 PM,200480,0,1006,0,,bay.inside.local,,basement.inside.local
7/16/2018 5:02:56.000000000 PM,200000,0,1000,0,Connected Corp,bay.inside.local,17,basement.inside.local
7/16/2018 5:02:56.000000000 PM,480,0,6,0,SNS Quote,bay.inside.local,17,basement.inside.local
7/16/2018 5:03:00.000000000 PM,1966,0,14,0,,mail.c2.local_111.16.2.2,,g1.inside.local_192.168.1.1
7/16/2018 5:03:00.000000000 PM,1966,0,14,0,Xml-Ipc Server Reg,mail.c2.local_111.16.2.2,6,g1.inside.local_192.168.1.1
7/16/2018 5:03:10.000000000 PM,1845,0,12,0,,111.22.22.154,,239.255.255.250
7/16/2018 5:03:10.000000000 PM,1845,0,12,0,SSDP,111.22.22.154,17,239.255.255.250
7/16/2018 5:03:39.000000000 PM,3624,0,6,0,,0.0.0.0,,255.255.255.255
7/16/2018 5:03:39.000000000 PM,3624,0,6,0,Bootstrap Protocol Server,0.0.0.0,17,255.255.255.255
7/16/2018 5:04:10.000000000 PM,696,0,7,0,,acc.inside.local,,basement.inside.local
7/16/2018 5:04:10.000000000 PM,696,0,7,0,,acc.inside.local,89,basement.inside.local
7/16/2018 5:05:01.000000000 PM,0,1129,0,12,,lb-192-30-253-112-iad.github.com,,router.c2.local_111.16.2.11
7/16/2018 5:05:01.000000000 PM,0,1129,0,12,http protocol over TLS/SSL,lb-192-30-253-112-iad.github.com,6,router.c2.local_111.16.2.11
7/16/2018 5:05:04.000000000 PM,1233,0,4,0,,111.22.22.156,,239.255.255.250
7/16/2018 5:05:04.000000000 PM,1233,0,4,0,SSDP,111.22.22.156,17,239.255.255.250
7/16/2018 5:05:16.000000000 PM,400560,0,2007,0,,bay.inside.local,,basement.inside.local
7/16/2018 5:05:16.000000000 PM,400000,0,2000,0,Connected Corp,bay.inside.local,17,basement.inside.local
7/16/2018 5:05:16.000000000 PM,560,0,7,0,SNS Quote,bay.inside.local,17,basement.inside.local
7/16/2018 5:05:28.000000000 PM,1000400,0,5005,0,,ops.inside.local,,basement.inside.local
7/16/2018 5:05:28.000000000 PM,1000000,0,5000,0,Connected Corp,ops.inside.local,17,basement.inside.local
7/16/2018 5:05:28.000000000 PM,400,0,5,0,SNS Quote,ops.inside.local,17,basement.inside.local
7/16/2018 5:05:40.000000000 PM,360,0,5,0,,g1.inside.local_192.168.1.1,,basement.inside.local
7/16/2018 5:05:40.000000000 PM,360,0,5,0,,g1.inside.local_192.168.1.1,1,basement.inside.local
7/16/2018 5:05:55.000000000 PM,0,476,0,4,,255.255.255.255,,WIFI_192.168.1.111
7/16/2018 5:05:55.000000000 PM,0,476,0,4,Remote Replication Agent Connection,255.255.255.255,17,WIFI_192.168.1.111
7/16/2018 5:06:01.000000000 PM,16684,3624,15,22,,web.server.local,,g1.inside.local_192.168.1.1
7/16/2018 5:06:01.000000000 PM,16684,3624,15,22,iXYZI,web.server.local,6,g1.inside.local_192.168.1.1
7/16/2018 5:06:10.000000000 PM,80,0,2,0,,111.22.22.159,,igmp.mcast.net
7/16/2018 5:06:10.000000000 PM,80,0,2,0,,111.22.22.159,2,igmp.mcast.net
7/16/2018 5:07:00.000000000 PM,5116102,0,98337,0,,mail.c2.local_111.16.2.2,,ns.inside.local
7/16/2018 5:07:00.000000000 PM,5116102,0,98337,0,Xml-Ipc Server Reg,mail.c2.local_111.16.2.2,6,ns.inside.local
7/16/2018 5:07:10.000000000 PM,400080,0,2001,0,,top.inside.local,,basement.inside.local
7/16/2018 5:07:10.000000000 PM,400000,0,2000,0,Connected Corp,top.inside.local,17,basement.inside.local
7/16/2018 5:07:10.000000000 PM,80,0,1,0,SNS Quote,top.inside.local,17,basement.inside.local
7/16/2018 5:08:15.000000000 PM,2147485428,31166960,622669,599130,,ns.inside.local,,router.c2.local_111.16.2.11
7/16/2018 5:08:15.000000000 PM,2147485428,31166960,622669,599130,Xml-Ipc Server Reg,ns.inside.local,6,router.c2.local_111.16.2.11
7/16/2018 5:08:21.000000000 PM,1040,0,10,0,,111.16.126.6,,basement.inside.local
7/16/2018 5:08:21.000000000 PM,1040,0,10,0,,111.16.126.6,1,basement.inside.local
7/16/2018 5:08:35.000000000 PM,528,0,6,0,,acc.inside.local,,basement.inside.local
7/16/2018 5:08:35.000000000 PM,528,0,6,0,,acc.inside.local,89,basement.inside.local
7/16/2018 5:09:01.000000000 PM,3624,0,6,0,,0.0.0.0,,255.255.255.255
7/16/2018 5:09:01.000000000 PM,3624,0,6,0,Bootstrap Protocol Server,0.0.0.0,17,255.255.255.255
7/16/2018 5:09:16.000000000 PM,200160,0,1002,0,,d3.inside.local,,basement.inside.local
7/16/2018 5:09:16.000000000 PM,200000,0,1000,0,Connected Corp,d3.inside.local,17,basement.inside.local
7/16/2018 5:09:16.000000000 PM,160,0,2,0,SNS Quote,d3.inside.local,17,basement.inside.local
7/16/2018 5:10:00.000000000 PM,3110,0,36,0,,manager.c2.local,,router.c2.local_111.16.2.11
7/16/2018 5:10:00.000000000 PM,3110,0,36,0,SNMP,manager.c2.local,17,router.c2.local_111.16.2.11
7/16/2018 5:10:10.000000000 PM,200080,0,1001,0,,top.inside.local,,basement.inside.local
7/16/2018 5:10:10.000000000 PM,200000,0,1000,0,Connected Corp,top.inside.local,17,basement.inside.local
7/16/2018 5:10:10.000000000 PM,80,0,1,0,SNS Quote,top.inside.local,17,basement.inside.local
7/16/2018 5:10:22.000000000 PM,1812,0,3,0,,0.0.0.0,,255.255.255.255
7/16/2018 5:10:22.000000000 PM,1812,0,3,0,Bootstrap Protocol Server,0.0.0.0,17,255.255.255.255
7/16/2018 5:10:35.000000000 PM,800080,0,4001,0,,d3.inside.local,,basement.inside.local
7/16/2018 5:10:35.000000000 PM,800000,0,4000,0,Connected Corp,d3.inside.local,17,basement.inside.local
7/16/2018 5:10:35.000000000 PM,80,0,1,0,SNS Quote,d3.inside.local,17,basement.inside.local
7/16/2018 5:10:49.000000000 PM,800480,0,4006,0,,ops.inside.local,,basement.inside.local
7/16/2018 5:10:49.000000000 PM,800000,0,4000,0,Connected Corp,ops.inside.local,17,basement.inside.local
7/16/2018 5:10:49.000000000 PM,480,0,6,0,SNS Quote,ops.inside.local,17,basement.inside.local
7/16/2018 5:11:01.000000000 PM,24945,1812,21,11,,web.server.local,,g1.inside.local_192.168.1.1
7/16/2018 5:11:01.000000000 PM,24945,1812,21,11,iXYZI,web.server.local,6,g1.inside.local_192.168.1.1
7/16/2018 5:11:04.000000000 PM,2466,0,8,0,,111.22.22.150,,239.255.255.250
7/16/2018 5:11:04.000000000 PM,2466,0,8,0,SSDP,111.22.22.150,17,239.255.255.250
7/16/2018 5:11:28.000000000 PM,800320,0,4004,0,,bay.inside.local,,basement.inside.local
7/16/2018 5:11:28.000000000 PM,800000,0,4000,0,Connected Corp,bay.inside.local,17,basement.inside.local
7/16/2018 5:11:28.000000000 PM,320,0,4,0,SNS Quote,bay.inside.local,17,basement.inside.local
7/16/2018 5:12:05.000000000 PM,216,0,3,0,,111.22.22.101,,111.22.22.255
7/16/2018 5:12:05.000000000 PM,216,0,3,0,,111.22.22.101,17,111.22.22.255
7/16/2018 5:12:19.000000000 PM,1560,0,15,0,,111.16.126.6,,basement.inside.local
7/16/2018 5:12:19.000000000 PM,1560,0,15,0,,111.16.126.6,1,basement.inside.local
7/16/2018 5:12:34.000000000 PM,384,0,4,0,,acc.inside.local,,basement.inside.local
7/16/2018 5:12:34.000000000 PM,384,0,4,0,,acc.inside.local,89,basement.inside.local
7/16/2018 5:12:58.000000000 PM,0,238,0,2,,255.255.255.255,,WIFI_192.168.1.111
7/16/2018 5:12:58.000000000 PM,0,238,0,2,Remote Replication Agent Connection,255.255.255.255,17,WIFI_192.168.1.111
7/16/2018 5:13:01.000000000 PM,0,76,0,1,,h184-60-28-49.mdtnwi.dsl.dynamic.tds.net,,router.c2.local_111.16.2.11
7/16/2018 5:13:01.000000000 PM,0,76,0,1,Network Time Protocol,h184-60-28-49.mdtnwi.dsl.dynamic.tds.net,17,router.c2.local_111.16.2.11
7/16/2018 5:13:33.000000000 PM,2147486632,31166960,625644,599130,,ns.inside.local,,router.c2.local_111.16.2.11
7/16/2018 5:13:33.000000000 PM,2147486632,31166960,625644,599130,Xml-Ipc Server Reg,ns.inside.local,6,router.c2.local_111.16.2.11
7/16/2018 5:13:40.000000000 PM,144,0,2,0,,g1.inside.local_192.168.1.1,,basement.inside.local
7/16/2018 5:13:40.000000000 PM,144,0,2,0,,g1.inside.local_192.168.1.1,1,basement.inside.local
7/16/2018 5:15:05.000000000 PM,216,0,3,0,,111.22.22.101,,111.22.22.255
7/16/2018 5:15:05.000000000 PM,216,0,3,0,,111.22.22.101,17,111.22.22.255
7/16/2018 5:15:19.000000000 PM,1040,0,10,0,,111.16.126.6,,basement.inside.local
7/16/2018 5:15:19.000000000 PM,1040,0,10,0,,111.16.126.6,1,basement.inside.local
7/16/2018 5:15:35.000000000 PM,600240,0,3003,0,,d3.inside.local,,basement.inside.local
7/16/2018 5:15:35.000000000 PM,600000,0,3000,0,Connected Corp,d3.inside.local,17,basement.inside.local
7/16/2018 5:15:35.000000000 PM,240,0,3,0,SNS Quote,d3.inside.local,17,basement.inside.local
7/16/2018 5:15:49.000000000 PM,800160,0,4002,0,,bay.inside.local,,basement.inside.local
7/16/2018 5:15:49.000000000 PM,800000,0,4000,0,Connected Corp,bay.inside.local,17,basement.inside.local
7/16/2018 5:15:49.000000000 PM,160,0,2,0,SNS Quote,bay.inside.local,17,basement.inside.local
7/16/2018 5:16:01.000000000 PM,16584,2028,13,15,,web.server.local,,g1.inside.local_192.168.1.1
7/16/2018 5:16:01.000000000 PM,16584,2028,13,15,iXYZI,web.server.local,6,g1.inside.local_192.168.1.1
7/16/2018 5:16:05.000000000 PM,185,0,1,0,,111.22.22.103,,224.0.0.251
7/16/2018 5:16:05.000000000 PM,185,0,1,0,Multicast DNS,111.22.22.103,17,224.0.0.251
7/16/2018 5:16:18.000000000 PM,400480,0,2006,0,,ops.inside.local,,basement.inside.local
7/16/2018 5:16:18.000000000 PM,400000,0,2000,0,Connected Corp,ops.inside.local,17,basement.inside.local
7/16/2018 5:16:18.000000000 PM,480,0,6,0,SNS Quote,ops.inside.local,17,basement.inside.local
7/16/2018 5:17:01.000000000 PM,0,76,0,1,,pacific.latt.net,,router.c2.local_111.16.2.11
7/16/2018 5:17:01.000000000 PM,0,76,0,1,Network Time Protocol,pacific.latt.net,17,router.c2.local_111.16.2.11
7/16/2018 5:17:04.000000000 PM,2466,0,8,0,,111.22.22.150,,239.255.255.250
7/16/2018 5:17:04.000000000 PM,2466,0,8,0,SSDP,111.22.22.150,17,239.255.255.250
7/16/2018 5:17:16.000000000 PM,64,0,1,0,,C2.NETDMT.COM_111.22.22.126,,basement.inside.local
7/16/2018 5:17:16.000000000 PM,64,0,1,0,,C2.NETDMT.COM_111.22.22.126,89,basement.inside.local
7/16/2018 5:17:40.000000000 PM,144,0,2,0,,g1.inside.local_192.168.1.1,,basement.inside.local
7/16/2018 5:17:40.000000000 PM,144,0,2,0,,g1.inside.local_192.168.1.1,1,basement.inside.local
7/16/2018 5:18:05.000000000 PM,396,0,4,0,,acc.inside.local,,basement.inside.local
7/16/2018 5:18:05.000000000 PM,396,0,4,0,,acc.inside.local,89,basement.inside.local
7/16/2018 5:18:33.000000000 PM,30387476,0,584153,0,,mail.c2.local_111.16.2.2,,ns.inside.local
7/16/2018 5:18:33.000000000 PM,30387476,0,584153,0,Xml-Ipc Server Reg,mail.c2.local_111.16.2.2,6,ns.inside.local
7/16/2018 5:18:35.000000000 PM,0,238,0,2,,255.255.255.255,,WIFI_192.168.1.222
7/16/2018 5:18:35.000000000 PM,4294992111,0,1246695,0,,ns.inside.local,,router.c2.local_111.16.2.11
7/16/2018 5:18:35.000000000 PM,0,238,0,2,Remote Replication Agent Connection,255.255.255.255,17,WIFI_192.168.1.222
7/16/2018 5:18:35.000000000 PM,4294992111,0,1246695,0,Xml-Ipc Server Reg,ns.inside.local,6,router.c2.local_111.16.2.11
7/16/2018 5:18:49.000000000 PM,198880,0,995,0,,top.inside.local,,basement.inside.local
7/16/2018 5:18:49.000000000 PM,198800,0,994,0,Connected Corp,top.inside.local,17,basement.inside.local
7/16/2018 5:18:49.000000000 PM,80,0,1,0,SNS Quote,top.inside.local,17,basement.inside.local
7/16/2018 5:20:01.000000000 PM,3110,0,36,0,,manager.c2.local,,router.c2.local_111.16.2.11
7/16/2018 5:20:01.000000000 PM,3110,0,36,0,SNMP,manager.c2.local,17,router.c2.local_111.16.2.11
7/16/2018 5:20:03.000000000 PM,3078,0,16,0,,111.22.22.156,,239.255.255.250
7/16/2018 5:20:03.000000000 PM,3078,0,16,0,SSDP,111.22.22.156,17,239.255.255.250
7/16/2018 5:20:16.000000000 PM,200160,0,1002,0,,bay.inside.local,,basement.inside.local
7/16/2018 5:20:16.000000000 PM,200000,0,1000,0,Connected Corp,bay.inside.local,17,basement.inside.local
7/16/2018 5:20:16.000000000 PM,160,0,2,0,SNS Quote,bay.inside.local,17,basement.inside.local
7/16/2018 5:20:28.000000000 PM,3078,0,16,0,,111.22.22.154,,239.255.255.250
7/16/2018 5:20:28.000000000 PM,3078,0,16,0,SSDP,111.22.22.154,17,239.255.255.250
7/16/2018 5:20:40.000000000 PM,600480,0,3006,0,,ops.inside.local,,basement.inside.local
7/16/2018 5:20:40.000000000 PM,600000,0,3000,0,Connected Corp,ops.inside.local,17,basement.inside.local
7/16/2018 5:20:40.000000000 PM,480,0,6,0,SNS Quote,ops.inside.local,17,basement.inside.local
7/16/2018 5:21:01.000000000 PM,16766,3840,17,26,,web.server.local,,g1.inside.local_192.168.1.1
7/16/2018 5:21:01.000000000 PM,16766,3840,17,26,iXYZI,web.server.local,6,g1.inside.local_192.168.1.1
7/16/2018 5:21:06.000000000 PM,216,0,3,0,,111.22.22.101,,111.22.22.255
7/16/2018 5:21:06.000000000 PM,216,0,3,0,,111.22.22.101,17,111.22.22.255
7/16/2018 5:21:34.000000000 PM,0,238,0,2,,255.255.255.255,,WIFI_192.168.1.222
7/16/2018 5:21:34.000000000 PM,0,238,0,2,Remote Replication Agent Connection,255.255.255.255,17,WIFI_192.168.1.222
7/16/2018 5:21:46.000000000 PM,400320,0,2004,0,,d3.inside.local,,basement.inside.local
7/16/2018 5:21:46.000000000 PM,400000,0,2000,0,Connected Corp,d3.inside.local,17,basement.inside.local
7/16/2018 5:21:46.000000000 PM,320,0,4,0,SNS Quote,d3.inside.local,17,basement.inside.local
7/16/2018 5:21:58.000000000 PM,0,238,0,2,,255.255.255.255,,WIFI_192.168.1.111
7/16/2018 5:21:58.000000000 PM,0,238,0,2,Remote Replication Agent Connection,255.255.255.255,17,WIFI_192.168.1.111
7/16/2018 5:22:10.000000000 PM,804,0,9,0,,acc.inside.local,,basement.inside.local
7/16/2018 5:22:10.000000000 PM,804,0,9,0,,acc.inside.local,89,basement.inside.local
7/16/2018 5:22:26.000000000 PM,4923,0,28,0,,111.22.22.153,,239.255.255.250
7/16/2018 5:22:26.000000000 PM,4923,0,28,0,SSDP,111.22.22.153,17,239.255.255.250
7/16/2018 5:22:38.000000000 PM,198800,0,994,0,,top.inside.local,,basement.inside.local
7/16/2018 5:22:38.000000000 PM,198800,0,994,0,Connected Corp,top.inside.local,17,basement.inside.local
7/16/2018 5:22:51.000000000 PM,1845,0,12,0,,111.22.22.155,,239.255.255.250
7/16/2018 5:22:51.000000000 PM,1845,0,12,0,SSDP,111.22.22.155,17,239.255.255.250
7/16/2018 5:23:01.000000000 PM,32114,0,20,0,,store.c2.local_111.16.2.22,,g1.inside.local_192.168.1.1
7/16/2018 5:23:01.000000000 PM,32114,0,20,0,Sun Proxy Admin Service,store.c2.local_111.16.2.22,6,g1.inside.local_192.168.1.1
7/16/2018 5:23:04.000000000 PM,2466,0,8,0,,111.22.22.150,,239.255.255.250
7/16/2018 5:23:04.000000000 PM,2466,0,8,0,SSDP,111.22.22.150,17,239.255.255.250
7/16/2018 5:23:39.000000000 PM,2147505540,29657434,621051,569874,,ns.inside.local,,router.c2.local_111.16.2.11
7/16/2018 5:23:39.000000000 PM,2147505540,29657434,621051,569874,Xml-Ipc Server Reg,ns.inside.local,6,router.c2.local_111.16.2.11
7/16/2018 5:23:40.000000000 PM,216,0,3,0,,g1.inside.local_192.168.1.1,,basement.inside.local
7/16/2018 5:23:40.000000000 PM,216,0,3,0,,g1.inside.local_192.168.1.1,1,basement.inside.local
7/16/2018 5:23:52.000000000 PM,3624,0,6,0,,0.0.0.0,,255.255.255.255
7/16/2018 5:23:52.000000000 PM,3624,0,6,0,Bootstrap Protocol Server,0.0.0.0,17,255.255.255.255
7/16/2018 5:24:01.000000000 PM,357,0,1,0,,192.168.0.1,,router.c2.local_111.16.2.11
7/16/2018 5:24:01.000000000 PM,357,0,1,0,Bootstrap Protocol Server,192.168.0.1,17,router.c2.local_111.16.2.11
7/16/2018 5:24:51.000000000 PM,1845,0,12,0,,111.22.22.156,,239.255.255.250
7/16/2018 5:24:51.000000000 PM,1845,0,12,0,SSDP,111.22.22.156,17,239.255.255.250
7/16/2018 5:25:05.000000000 PM,800320,0,4004,0,,d3.inside.local,,basement.inside.local
7/16/2018 5:25:05.000000000 PM,800000,0,4000,0,Connected Corp,d3.inside.local,17,basement.inside.local
7/16/2018 5:25:05.000000000 PM,320,0,4,0,SNS Quote,d3.inside.local,17,basement.inside.local
7/16/2018 5:25:18.000000000 PM,2080,0,20,0,,111.16.126.6,,basement.inside.local
7/16/2018 5:25:18.000000000 PM,2080,0,20,0,,111.16.126.6,1,basement.inside.local
7/16/2018 5:25:35.000000000 PM,0,238,0,2,,255.255.255.255,,WIFI_192.168.1.222
7/16/2018 5:25:35.000000000 PM,0,238,0,2,Remote Replication Agent Connection,255.255.255.255,17,WIFI_192.168.1.222
7/16/2018 5:25:48.000000000 PM,600400,0,3005,0,,ops.inside.local,,basement.inside.local
7/16/2018 5:25:48.000000000 PM,600000,0,3000,0,Connected Corp,ops.inside.local,17,basement.inside.local
7/16/2018 5:25:48.000000000 PM,400,0,5,0,SNS Quote,ops.inside.local,17,basement.inside.local
7/16/2018 5:26:01.000000000 PM,16766,3624,17,22,,web.server.local,,g1.inside.local_192.168.1.1
7/16/2018 5:26:01.000000000 PM,16766,3624,17,22,iXYZI,web.server.local,6,g1.inside.local_192.168.1.1
7/16/2018 5:26:02.000000000 PM,3078,0,16,0,,111.22.22.153,,239.255.255.250
7/16/2018 5:26:02.000000000 PM,3078,0,16,0,SSDP,111.22.22.153,17,239.255.255.250
7/16/2018 5:26:14.000000000 PM,1233,0,4,0,,111.22.22.154,,239.255.255.250
7/16/2018 5:26:14.000000000 PM,1233,0,4,0,SSDP,111.22.22.154,17,239.255.255.250
7/16/2018 5:26:26.000000000 PM,240,0,3,0,,bay.inside.local,,basement.inside.local
7/16/2018 5:26:26.000000000 PM,240,0,3,0,SNS Quote,bay.inside.local,17,basement.inside.local
7/16/2018 5:26:40.000000000 PM,144,0,2,0,,g1.inside.local_192.168.1.1,,basement.inside.local
7/16/2018 5:26:40.000000000 PM,144,0,2,0,,g1.inside.local_192.168.1.1,1,basement.inside.local
7/16/2018 5:27:01.000000000 PM,52,0,1,0,,store.c2.local_111.16.2.22,,router.c2.local_111.16.2.11
7/16/2018 5:27:01.000000000 PM,52,0,1,0,The Secure Shell (SSH) Protocol,store.c2.local_111.16.2.22,6,router.c2.local_111.16.2.11
7/16/2018 5:27:04.000000000 PM,216,0,3,0,,111.22.22.101,,111.22.22.255
7/16/2018 5:27:04.000000000 PM,216,0,3,0,,111.22.22.101,17,111.22.22.255
7/16/2018 5:27:28.000000000 PM,162,0,1,0,,111.22.22.107,,224.0.0.251
7/16/2018 5:27:28.000000000 PM,162,0,1,0,Multicast DNS,111.22.22.107,17,224.0.0.251
7/16/2018 5:27:40.000000000 PM,1896,0,21,0,,acc.inside.local,,basement.inside.local
7/16/2018 5:27:40.000000000 PM,1896,0,21,0,,acc.inside.local,89,basement.inside.local
7/16/2018 5:27:53.000000000 PM,1812,0,3,0,,0.0.0.0,,255.255.255.255
7/16/2018 5:27:53.000000000 PM,1812,0,3,0,Bootstrap Protocol Server,0.0.0.0,17,255.255.255.255
7/16/2018 5:28:41.000000000 PM,0,2147485480,0,683152,,mail.c2.local_111.16.2.2,,ns.inside.local
7/16/2018 5:28:41.000000000 PM,0,2147485480,0,683152,Xml-Ipc Server Reg,mail.c2.local_111.16.2.2,6,ns.inside.local
7/16/2018 5:28:44.000000000 PM,2147487600,29657434,590660,569874,,ns.inside.local,,router.c2.local_111.16.2.11
7/16/2018 5:28:44.000000000 PM,2147487600,29657434,590660,569874,Xml-Ipc Server Reg,ns.inside.local,6,router.c2.local_111.16.2.11
7/16/2018 5:29:04.000000000 PM,2466,0,8,0,,111.22.22.150,,239.255.255.250
7/16/2018 5:29:04.000000000 PM,2466,0,8,0,SSDP,111.22.22.150,17,239.255.255.250
7/16/2018 5:29:54.000000000 PM,0,238,0,2,,255.255.255.255,,WIFI_192.168.1.111
7/16/2018 5:29:54.000000000 PM,0,238,0,2,Remote Replication Agent Connection,255.255.255.255,17,WIFI_192.168.1.111
7/16/2018 5:30:07.000000000 PM,600320,0,3004,0,,d3.inside.local,,basement.inside.local
7/16/2018 5:30:07.000000000 PM,600000,0,3000,0,Connected Corp,d3.inside.local,17,basement.inside.local
7/16/2018 5:30:07.000000000 PM,320,0,4,0,SNS Quote,d3.inside.local,17,basement.inside.local
7/16/2018 5:30:19.000000000 PM,1040,0,10,0,,111.16.126.6,,basement.inside.local
7/16/2018 5:30:19.000000000 PM,1040,0,10,0,,111.16.126.6,1,basement.inside.local
7/16/2018 5:30:49.000000000 PM,800560,0,4007,0,,ops.inside.local,,basement.inside.local
7/16/2018 5:30:49.000000000 PM,800000,0,4000,0,Connected Corp,ops.inside.local,17,basement.inside.local
7/16/2018 5:30:49.000000000 PM,560,0,7,0,SNS Quote,ops.inside.local,17,basement.inside.local
7/16/2018 5:31:05.000000000 PM,31688,0,307,0,,acc.inside.local,,ospf-dsig.mcast.net
7/16/2018 5:31:05.000000000 PM,31688,0,307,0,,acc.inside.local,89,ospf-dsig.mcast.net
7/16/2018 5:31:35.000000000 PM,0,238,0,2,,255.255.255.255,,WIFI_192.168.1.222
7/16/2018 5:31:35.000000000 PM,0,238,0,2,Remote Replication Agent Connection,255.255.255.255,17,WIFI_192.168.1.222
7/16/2018 5:31:49.000000000 PM,1452,0,16,0,,acc.inside.local,,basement.inside.local
7/16/2018 5:31:49.000000000 PM,1452,0,16,0,,acc.inside.local,89,basement.inside.local
7/16/2018 5:32:00.000000000 PM,33336,1812,30,11,,web.server.local,,g1.inside.local_192.168.1.1
7/16/2018 5:32:00.000000000 PM,33336,1812,30,11,iXYZI,web.server.local,6,g1.inside.local_192.168.1.1
7/16/2018 5:32:03.000000000 PM,1233,0,4,0,,111.22.22.150,,239.255.255.250
7/16/2018 5:32:03.000000000 PM,1233,0,4,0,SSDP,111.22.22.150,17,239.255.255.250
7/16/2018 5:32:28.000000000 PM,199560,0,999,0,,bay.inside.local,,basement.inside.local
7/16/2018 5:32:28.000000000 PM,199400,0,997,0,Connected Corp,bay.inside.local,17,basement.inside.local
7/16/2018 5:32:28.000000000 PM,160,0,2,0,SNS Quote,bay.inside.local,17,basement.inside.local
7/16/2018 5:32:40.000000000 PM,199600,0,998,0,,top.inside.local,,basement.inside.local
7/16/2018 5:32:40.000000000 PM,199600,0,998,0,Connected Corp,top.inside.local,17,basement.inside.local
7/16/2018 5:33:01.000000000 PM,6999,0,11,0,,mail.c2.local_111.16.2.2,,g1.inside.local_192.168.1.1
7/16/2018 5:33:01.000000000 PM,6999,0,11,0,Xml-Ipc Server Reg,mail.c2.local_111.16.2.2,6,g1.inside.local_192.168.1.1
7/16/2018 5:33:34.000000000 PM,216,0,3,0,,111.22.22.101,,111.22.22.255
7/16/2018 5:33:34.000000000 PM,216,0,3,0,,111.22.22.101,17,111.22.22.255
7/16/2018 5:33:49.000000000 PM,0,76,0,1,,pacific.latt.net,,router.c2.local_111.16.2.11
7/16/2018 5:33:49.000000000 PM,0,76,0,1,Network Time Protocol,pacific.latt.net,17,router.c2.local_111.16.2.11
7/16/2018 5:33:52.000000000 PM,2147487600,8608292,590660,165481,,ns.inside.local,,router.c2.local_111.16.2.11
7/16/2018 5:33:52.000000000 PM,2147487600,8608292,590660,165481,Xml-Ipc Server Reg,ns.inside.local,6,router.c2.local_111.16.2.11
7/16/2018 5:33:59.000000000 PM,0,238,0,2,,255.255.255.255,,WIFI_192.168.1.111
7/16/2018 5:33:59.000000000 PM,0,238,0,2,Remote Replication Agent Connection,255.255.255.255,17,WIFI_192.168.1.111
7/16/2018 5:35:08.000000000 PM,1233,0,4,0,,111.22.22.154,,239.255.255.250
7/16/2018 5:35:08.000000000 PM,1233,0,4,0,SSDP,111.22.22.154,17,239.255.255.250
7/16/2018 5:35:20.000000000 PM,400880,0,2011,0,,ops.inside.local,,basement.inside.local
7/16/2018 5:35:20.000000000 PM,400000,0,2000,0,Connected Corp,ops.inside.local,17,basement.inside.local
7/16/2018 5:35:20.000000000 PM,880,0,11,0,SNS Quote,ops.inside.local,17,basement.inside.local
7/16/2018 5:35:35.000000000 PM,0,238,0,2,,255.255.255.255,,WIFI_192.168.1.222
7/16/2018 5:35:35.000000000 PM,0,238,0,2,Remote Replication Agent Connection,255.255.255.255,17,WIFI_192.168.1.222
7/16/2018 5:35:49.000000000 PM,596680,0,2984,0,,bay.inside.local,,basement.inside.local
7/16/2018 5:35:49.000000000 PM,596600,0,2983,0,Connected Corp,bay.inside.local,17,basement.inside.local
7/16/2018 5:35:49.000000000 PM,80,0,1,0,SNS Quote,bay.inside.local,17,basement.inside.local
7/16/2018 5:36:01.000000000 PM,33441,0,32,0,,web.server.local,,g1.inside.local_192.168.1.1
7/16/2018 5:36:01.000000000 PM,33441,0,32,0,iXYZI,web.server.local,6,g1.inside.local_192.168.1.1
7/16/2018 5:36:05.000000000 PM,1000240,0,5003,0,,d3.inside.local,,basement.inside.local
7/16/2018 5:36:05.000000000 PM,1000000,0,5000,0,Connected Corp,d3.inside.local,17,basement.inside.local
7/16/2018 5:36:05.000000000 PM,240,0,3,0,SNS Quote,d3.inside.local,17,basement.inside.local
7/16/2018 5:36:19.000000000 PM,1845,0,12,0,,111.22.22.153,,239.255.255.250
7/16/2018 5:36:19.000000000 PM,1845,0,12,0,SSDP,111.22.22.153,17,239.255.255.250
7/16/2018 5:36:31.000000000 PM,780,0,4,0,,111.22.22.107,,239.255.255.250
7/16/2018 5:36:31.000000000 PM,780,0,4,0,SSDP,111.22.22.107,17,239.255.255.250
7/16/2018 5:36:43.000000000 PM,216,0,3,0,,g1.inside.local_192.168.1.1,,basement.inside.local
7/16/2018 5:36:43.000000000 PM,216,0,3,0,,g1.inside.local_192.168.1.1,1,basement.inside.local
7/16/2018 5:37:10.000000000 PM,84,0,1,0,,acc.inside.local,,basement.inside.local
7/16/2018 5:37:10.000000000 PM,84,0,1,0,,acc.inside.local,89,basement.inside.local
7/16/2018 5:37:26.000000000 PM,192,0,4,0,,111.22.22.159,,igmp.mcast.net
7/16/2018 5:37:26.000000000 PM,192,0,4,0,,111.22.22.159,2,igmp.mcast.net
7/16/2018 5:38:01.000000000 PM,0,8608292,0,165481,,ns.inside.local,,router.c2.local_111.16.2.11
7/16/2018 5:38:01.000000000 PM,0,8608292,0,165481,Xml-Ipc Server Reg,ns.inside.local,6,router.c2.local_111.16.2.11
7/16/2018 5:38:04.000000000 PM,2466,0,8,0,,111.22.22.156,,239.255.255.250
